0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,class
312.0,12.6063,-6470.0,0.9695,1.8868,5.0118,9.7484,63.7678,87.0605,118.244,63.86,2.7460000000000004,2835.0,4.6276,34.0436,601.11,4.317,15.88,1.38,2.521,0.6809,3.1010000000000004,0.6518,2.3132,38.1862,80.2002,12.5,23.7238,88.9672,0.9053,0.1638,0.258,0.3028,0.0968,0.0212,4.0836,1.0759999999999998,3.5827,17.1436,4.5581,8.3351,0.0,9.4225,37.851,534.1755,2.532,0.4113,0.1102,16.2458,0.0104,0.0187,0.0017,26.7738,-1.0
1220.0,12.6082,-5100.0,1.331,1.9768,7.262,8.8097,64.1009,86.7776,119.0374,80.46,2.71,2842.0,4.4932,31.1416,610.2145,4.005,16.02,1.031,2.577,0.6272,2.914,0.7672,2.2053,38.6922,51.0999,5.49,18.6107,261.0801,2.4603,0.1304,0.246,0.3913,0.0832,0.0122,10.8468,1.4555,2.2951,49.8219,4.3506,3.7154,0.0,11.967,13.3303,528.7673,1.9809,0.2234,0.0615,11.28,0.0113,0.0207,0.0032,54.1279,-1.0
1201.0,12.5118,-5511.0,1.2843,1.9808,7.3567,8.8424,64.32600000000001,86.8271,117.8416,4.542,0.8505,2874.0,4.5255,30.6953,625.6218,3.179,15.66,0.9176,2.932,0.5413,3.1630000000000003,0.8376,2.2671,40.557,49.2,8.72,19.4362,173.6965,2.5459,0.1131,0.2295,0.2332,0.034,0.0321,4.4847,1.1413,2.2481,46.9329,7.0175,5.7786,675.0831,9.3047,28.4998,530.5109,1.9739,0.3171,0.1089,16.0625,0.0103,0.0343,0.0038,40.6502,-1.0
1082.0,12.5743,-5588.25,1.2845,1.9845,7.2617,8.7609,64.2677,87.0545,116.3708,80.67,2.7910000000000004,2842.0,4.6824,24.0135,609.3673,2.819,15.78,1.087,2.93,0.4681,3.314,0.7696,2.416,36.1962,52.5,6.08,18.0882,58.5891,1.7129,0.1422,0.2267,0.3264,0.1003,0.0366,3.8415,2.0664,2.3341,8.4169,2.066,4.1514,566.0377,18.9296,26.4387,533.9718,1.9524,0.4464,0.1329,22.8636,0.0167,0.0119,0.0056,145.3192,-1.0
274.0,12.47,-5410.0,1.2902,1.9998,7.2695,9.5713,64.1016,86.8261,118.0156,64.39,2.501,2824.0,4.6694,22.1827,607.4473,4.557,15.89,1.267,2.531,0.7377,3.1260000000000003,0.6764,2.3052,38.6254,54.3,11.44,18.6341,95.2164,1.8732,0.1579,0.2329,0.3151,0.0939,0.0244,5.1735,1.846,2.4197,17.9632,5.1006,7.8622,0.0,12.8413,13.6884,532.7391,2.4119,0.3556,0.1102,14.7426,0.0157,0.0274,0.0046,51.9067,-1.0
454.0,12.4724,-6409.5,0.988,1.8835,5.103,8.5251,64.2481,87.1828,118.1552,79.59,2.23,2901.0,4.457,27.5264,626.3345,4.289,15.92,1.206,2.766,0.7372,3.225,0.7884,2.2588,36.5479,47.0,7.21,14.1669,141.8322,2.265,0.119,0.2033,0.3108,0.0264,0.0383,5.2657,1.6323,2.1649,23.562,4.1943,5.0466,0.0,13.2593,20.7785,532.38,1.9613,0.1887,0.059,9.6225,0.0142,0.0235,0.0099,150.7761,-1.0
1009.0,12.5331,-6335.25,0.971,1.8902,5.1395,9.0606,64.0248,86.8551,117.9764,10.82,4.498,2852.0,4.6796,31.7039,612.67,3.265,15.76,1.026,2.8560000000000003,0.5581,3.074,0.8145,2.2569,38.7063,46.7002,5.2,14.9588,139.80700000000002,1.9845,0.1611,0.2848,0.2974,0.1062,0.0167,6.6795,1.2904,2.0976,17.9322,4.391,3.6399,684.6847,9.64,49.5678,530.3073,2.4103,0.4025,0.11,16.7005,0.0097,0.0167,0.0039,79.1086,-1.0
743.0,12.5406,-5685.0,1.2692,2.0183,7.3797,8.4896,64.3145,87.0327,118.3644,78.04,2.957,2829.0,4.7102,30.3824,614.3364,3.796,15.61,1.068,2.9130000000000003,0.6676,3.304,0.7879,2.4201,39.6225,59.0,8.07,22.851,112.7594,1.6745,0.1509,0.2118,0.3505,0.061,0.034,6.006,0.8433,2.728,35.938,7.0853,5.3999,0.0,6.2714,37.5266,532.1391,2.3488,0.4671,0.1555,19.8852,0.0169,0.027000000000000003,0.0051,59.9813,-1.0
146.0,12.4371,-6472.5,0.9825,1.8952,5.199,8.6667,64.2122,86.9255,117.955,14.55,4.8660000000000005,2906.0,4.7644,20.2591,615.0864,3.653,15.7,1.272,2.763,0.6641,3.193,0.7636,2.3524,39.8303,52.8,10.31,18.7645,66.2658,2.5104,0.1137,0.1623,0.3398,0.0754,0.0302,4.1066,1.4085,2.3759,10.4966,4.01,6.7229,0.0,10.1533,10.2028,533.2282,2.3215,0.3043,0.0924,13.1074,0.0181,0.0055,0.0064,397.5003,-1.0
732.0,12.4773,-6284.25,1.3155,1.977,7.1813,8.3273,64.2252,87.037,119.1824,80.01,3.07,2903.0,4.5256,31.5545,620.6318,3.946,15.62,0.946,3.277,0.6519,3.218,0.7435,2.4044,36.799,60.9001,10.59,19.1952,63.5737,2.0324,0.1218,0.2106,0.2945,0.0263,0.0245,6.6867,0.9656,2.7544,12.6102,9.4082,7.4351,0.0,8.2385,37.5266,530.8818,2.1238,0.1814,0.0606,8.539,0.0106,0.0335,0.003,25.1494,-1.0
346.0,12.5065,-5750.5,0.9543,1.8967,5.0663,8.7219,63.8842,86.5265,118.534,76.78,3.629,2873.0,4.6104,25.3399,623.8827,4.23,15.87,1.319,2.702,0.6689,3.1010000000000004,0.7527,2.3161,37.2949,52.2002,11.66,17.7074,110.2312,1.6472,0.1362,0.2281,0.2493,0.0782,0.022,4.4755,1.6071,2.3757,19.4331,3.4269,7.7429,0.0,12.5344,13.0712,530.6173,2.4608,0.4457,0.1429,18.1111,0.0162,0.0358,0.0059,45.2582,-1.0
980.0,12.5331,-5949.25,1.3008,1.9893,7.3842,8.8548,63.7216,86.8657,117.9246,81.13,3.2060000000000004,2832.0,4.6928,29.7647,605.9036,5.902,15.7,1.744,2.456,0.9086,2.901,0.5882,2.2474,36.7071,58.5,6.11,19.5809,132.9488,1.8307,0.1633,0.1855,0.3752,0.0858,0.0239,5.1522,1.4933,2.693,31.5406,6.8870000000000005,4.2753,621.2766,12.6978,14.9122,532.7455,1.7255,0.2486,0.0846,14.4089,0.0146,0.0202,0.0028,34.1793,-1.0
1278.0,12.499,-5461.0,1.3533,1.985,7.33,8.3159,64.5884,86.834,117.8478,82.21,2.806,2893.0,4.5234,24.8006,625.6055,2.6260000000000003,15.69,0.8089,2.971,0.4628,3.4130000000000003,0.8557,2.2732,39.8933,52.8,6.47,18.5843,197.9741,3.127,0.0971,0.2045,0.2909,0.0363,0.0417,6.5818,1.1881,2.4089,60.3539,6.6499,4.3128,148.9736,8.9223,8.57,531.7491,1.9611,0.211,0.0664,10.7575,0.016,0.0184,0.0054,80.1759,-1.0
1178.0,12.4431,-5060.0,1.2928,1.9823,7.2765,8.9857,64.1327,86.7646,118.7552,78.95,3.282,2835.0,4.5283,27.4813,617.98,2.964,15.68,0.9413,2.758,0.5104,3.158,0.8036,2.2954,40.0517,64.2,6.0,22.0711,93.9563,1.5312,0.1508,0.2569,0.4313,0.0939,0.0252,6.714,1.3169,2.9357,29.6992,4.1367,4.0483,679.0997,9.2743,13.1291,532.3273,2.3967,0.1933,0.0699,8.0633,0.0145,0.019,0.0045,78.6525,-1.0
1486.0,12.4784,-5552.0,1.27,1.9817,7.2503,8.941,64.1636,86.2164,121.0712,80.48,2.6,2852.0,4.5601,32.6371,622.6445,4.413,15.56,1.182,2.438,0.7416,3.194,0.6289,2.2982,44.5879,21.4001,5.84,8.6512,249.8802,2.6329,0.1167,0.2401,0.2572,0.1005,0.0309,4.9568,0.7733,0.9828,24.3718,7.4681,3.8697,703.6415,6.214,57.0019,537.1318,2.2109,0.4007,0.1483,18.1222,0.0118,0.0191,0.004,64.6789,-1.0
941.0,12.5331,-5031.25,1.2937,2.025,7.3305,9.1287,64.215,86.8827,118.1158,78.52,2.6660000000000004,2852.0,4.6796,23.9837,618.5427,6.063,15.71,1.801,2.393,0.9527,2.908,0.562,2.2647,40.2179,66.0999,8.11,22.6751,83.5931,1.828,0.1355,0.2046,0.3218,0.1062,0.0241,6.6426,1.6544,2.9678,25.401,2.6173,5.4938,0.0,12.6419,16.633,533.4773,2.2113,0.4502,0.1271,20.3592,0.0134,0.0234,0.0034,43.5691,-1.0
622.0,12.488,-6590.75,0.985,1.8803,5.124,8.7696,63.7482,86.5639,118.7706,76.61,3.317,2831.0,4.5462,22.8177,610.0327,3.511,15.97,0.9649,2.721,0.5848,3.07,0.8261,2.3301,35.8829,44.6001,7.78,17.2911,53.4243,1.9148,0.0669,0.1529,0.2088,0.0849,0.0089,9.8814,1.3987,2.0263,16.4528,5.478,5.4606,853.9589,11.3553,66.8955,532.21,2.2089,0.3725,0.1226,16.8636,0.0462,0.0227,0.0052,65.4831,-1.0
22.0,12.4761,-5310.25,1.3122,1.9715,7.2113,8.6397,64.1999,86.7217,117.674,5.988,0.0259,2845.0,4.5554,31.9128,640.8409,3.361,15.88,1.087,2.631,0.4999,2.9960000000000004,0.7777,2.3124,39.9863,74.7,6.93,29.3685,124.707,2.0954,0.1634,0.2386,0.3554,0.0914,0.0106,10.9354,1.1525,3.3841,43.264,4.6158,4.4621,0.0,7.8147,66.9167,528.1864,2.3338,0.2964,0.0863,12.6981,0.0114,0.025,0.0075,114.5979,-1.0
648.0,12.5218,-5280.25,1.2833,1.992,7.2515,8.7812,64.0886,86.6597,119.2232,79.07,3.103,2836.0,4.4937,31.016,638.8982,3.208,15.95,0.9602,2.737,0.5451,3.195,0.8207,2.3414,35.4792,60.0,21.66,22.5488,74.89399999999998,2.2548,0.173,0.1621,0.2935,0.0855,0.0106,8.7276,0.9224,2.7633,23.2963,5.4719,14.977,0.0,6.9376,50.2702,531.0918,2.0267,0.2834,0.1207,13.981,0.0152,0.0211,0.0034,50.065,-1.0
695.0,12.499,-5545.75,1.3090000000000002,1.9935,7.3173,8.8132,63.6886,86.52,118.8018,77.26,2.244,2840.0,4.5682,24.7337,619.4191,3.358,15.88,0.9176,2.71,0.5719,3.123,0.8318,2.3402,39.8039,44.6001,6.39,17.2911,53.4243,1.9148,0.1659,0.2591,0.222,0.0871,0.0114,7.557,0.8208,2.0263,16.4528,4.4645,4.533,222.1794,5.9979,41.2704,531.4073,2.0161,0.3213,0.1038,15.9361,0.0112,0.0123,0.0042,104.7519,-1.0
1555.0,12.6037,-5083.25,1.3005,1.964,7.2425,9.2189,64.0575,86.6498,119.3766,77.7,3.051,2871.0,4.5298,29.9103,628.8845,1.671,15.87,1.3090000000000002,2.783,0.3161,3.805,0.8712,2.2877,42.9394,51.3999,8.69,18.8576,107.0955,2.1656,0.1525,0.2407,0.2785,0.0333,0.038,7.6319,1.6184,2.3565,23.9224,3.9715,5.7891,0.0,10.5805,21.4914,537.0846,2.1754,0.4146,0.14300000000000002,19.059,0.013,0.0086,0.0051,184.8703,-1.0
806.0,12.1298,-5472.0,1.3017,1.9912,7.2187,8.2981,64.638,86.6174,119.9514,80.57,3.675,2865.0,4.5663,14.0352,628.4936,4.44,15.54,1.239,2.511,0.7635,3.232,0.6847,2.3499,39.537,68.5999,9.17,23.3246,348.041,3.7392,0.0861,0.1825,0.3233,0.086,0.0323,5.545,1.3004,3.1117,51.9909,3.2643,5.9842,807.1429,10.7691,37.3218,534.1482,1.6633,0.2937,0.0853,17.6552,0.0124,0.0253,0.0018,22.7661,-1.0
1436.0,12.4361,-5282.25,1.271,1.9925,7.2602,8.7286,64.4394,86.3286,118.6336,80.23,3.005,2877.0,4.5537,13.2099,626.6209,4.138,15.73,1.13,2.673,0.6844,3.225,0.7269,2.2711,35.542,46.3999,5.76,16.6618,277.8763,2.1577,0.1667,0.2157,0.2649,0.0318,0.0146,5.9663,1.1919,2.1129,63.999,2.9109,3.8915,961.7486,10.9105,50.691,532.1073,1.8126,0.2619,0.0751,14.448,0.0156,0.0178,0.0038,67.7994,-1.0
224.0,12.4578,-6508.5,0.9703,1.8973,5.1212,8.6406,63.7959,86.6776,118.563,77.83,2.543,2866.0,4.7536,21.3926,612.27,2.632,15.83,0.9744,2.758,0.4541,3.341,0.823,2.3834,36.6674,61.1001,6.36,22.95300000000001,127.8756,2.0781,0.1371,0.2381,0.2093,0.0803,0.0286,4.5224,1.1,2.7803,36.0547,4.4802,4.3832,0.0,7.4873,17.5662,530.9864,2.4457,0.26,0.0653,10.6314,0.0144,0.0287,0.0048,51.8065,-1.0
1295.0,12.5847,-5194.75,1.329,1.9507,7.2183,9.1637,64.7823,87.3675,119.2618,81.59,2.925,2827.0,4.5817,28.7252,622.2127,3.362,15.61,0.8278,3.175,0.6257,3.341,0.7131,2.3079,45.0861,50.5999,4.9,18.8868,162.0382,2.0635,0.1196,0.219,0.301,0.1017,0.0445,8.03,0.9557,2.2898,41.267,3.0245,3.3667,0.0,5.5015,53.4387,529.8991,2.0142,0.2492,0.0912,12.3718,0.0103,0.0308,0.0063,59.3775,-1.0
1032.0,12.5786,-5181.75,1.3119999999999998,1.9712,7.1463,9.0942,63.8835,86.7663,118.7758,79.86,3.2,2835.0,4.5283,27.4264,620.2973,3.108,15.7,1.418,2.753,0.5551,3.266,0.8046,2.4349,45.8906,52.5,4.24,18.0882,58.5891,1.7129,0.1265,0.2029,0.3991,0.0939,0.0411,2.5575,1.3294,2.3341,8.4169,1.5219,2.8666,663.8298,8.4712,48.4814,531.4064,2.0135,0.3006,0.1047,14.9298,0.0117,0.0267,0.005,65.1609,-1.0
1386.0,12.5492,-5414.25,1.276,1.9795,7.2953,9.2064,64.0409,86.23299999999998,119.1878,79.12,3.084,2877.0,4.5459,23.7265,623.8545,3.882,15.74,1.366,2.594,0.6621,3.072,0.7348,2.2809,43.3855,63.3999,9.15,22.0636,221.6175,2.8248,0.1221,0.2736,0.2884,0.0374,0.0137,5.8125,1.3882,2.8417,49.5089,7.9313,6.2608,0.0,9.3914,12.2248,530.2591,0.9847,0.1233,0.0378,12.5176,0.0104,0.0295,0.0045,52.2049,-1.0
26.0,12.4222,-5611.75,1.2977,2.0137,7.4067,9.7997,64.2828,87.5241,118.1188,78.25,2.773,2856.0,4.5894,34.5361,603.9627,3.4210000000000003,16.01,0.9365,2.685,0.5212,2.945,0.7839,2.2931,36.1585,55.1001,3.24,17.2584,108.9468,2.7219,0.1667,0.263,0.3752,0.0768,0.0085,12.8061,0.9718,2.4411,23.6118,5.7107,2.1242,0.0,8.2965,15.8112,530.4545,2.3075,0.4222,0.1408,18.2982,0.0083,0.0288,0.0101,125.06,-1.0
1021.0,12.4124,-5834.5,1.2993,2.0017,7.2422,8.58,64.4791,86.4157,118.426,79.04,3.071,2847.0,4.6627,31.8429,618.19,3.431,15.79,1.035,3.018,0.5669,3.107,0.7595,2.2527,39.8676,48.7002,5.4,17.8031,103.688,1.4077,0.1532,0.1805,0.2976,0.1017,0.014,7.8651,1.3704,2.1981,12.1944,2.5478,3.7167,0.0,10.188,16.7211,529.5955,2.1619,0.1878,0.0563,8.6853,0.0143,0.0171,0.0027,41.6047,-1.0
697.0,12.5041,-6468.25,0.968,1.896,5.0362,8.7568,63.6774,86.5928,118.7572,76.76,3.341,2831.0,4.5896,22.698,603.1609,3.5410000000000004,15.87,0.9365,2.841,0.5873,3.21,0.7747,2.3604,38.4421,53.8999,8.69,19.4891,107.4022,2.0557,0.1233,0.1987,0.2656,0.085,0.0142,8.7842,1.0427,2.4036,22.5848,4.9051,6.0599,0.0,9.8569,37.5266,532.7591,2.18,0.2204,0.065,10.1098,0.0095,0.0123,0.0042,104.7519,-1.0
823.0,12.4308,-5762.75,1.3219999999999998,1.9748,7.2427,8.3542,63.9862,86.6266,119.8178,81.66,3.051,2844.0,4.6915,21.2711,612.0,4.754,15.67,1.163,2.5,0.8069,3.215,0.6697,2.349,37.8457,68.5999,16.4,23.3246,348.041,3.7392,0.1473,0.2234,0.329,0.0622,0.0332,3.7342,0.9095,3.1117,51.9909,4.912,10.9203,0.0,7.2132,42.8218,532.8364,1.6423,0.1579,0.0485,9.617,0.0086,0.0275,0.0076,78.1199,-1.0
164.0,12.4796,-5645.5,1.2745,2.009,7.4137,9.043,63.8744,86.5358,117.6784,78.68,2.096,2830.0,4.6761,41.9354,611.3327,2.7230000000000003,15.73,0.9744,2.884,0.5065,3.531,0.83,2.4067,37.0159,63.9001,5.1,19.9788,144.1992,1.831,0.1309,0.208,0.2901,0.0938,0.0386,5.8848,0.7013,2.8813,36.1798,4.4301,3.406,466.3317,5.7516,40.593,534.5045,2.4213,0.2431,0.0833,10.039,0.014,0.0078,0.0035,143.3273,-1.0
110.0,12.4743,-5409.0,1.3017,1.9937,7.3165,8.9336,64.2529,86.8595,116.7828,76.69,2.678,2836.0,4.5924,25.2665,613.6064,3.865,15.64,1.012,2.931,0.6156,3.18,0.6925,2.3756,41.4186,70.3999,6.55,26.5052,164.5509,2.9957,0.1592,0.2212,0.3248,0.0792,0.0191,5.3660000000000005,1.2596,3.1702,43.3731,5.2665,4.3662,0.0,8.439,21.0162,530.7191,2.5798,0.3432,0.1011,13.3049,0.0151,0.0139,0.0042,99.4503,-1.0
208.0,12.46,-5561.75,1.2988,2.0177,7.455,8.8513,63.7749,87.0205,118.0906,76.23,3.417,2824.0,4.7069,25.0247,607.6336,2.923,15.87,0.8514,2.8510000000000004,0.5103,3.334,0.8115,2.3632,36.5174,60.6001,9.39,18.9885,89.141,1.7199,0.1507,0.2171,0.2847,0.0977,0.0319,4.0632,1.1995,2.7404,14.8508,5.7985,6.2662,669.2194,9.7436,40.469,537.2691,2.0028,0.2218,0.0657,11.0755,0.0249,0.0123,0.0026,76.4584,-1.0
824.0,12.5012,-5585.25,1.2822,2.0025,7.3483,8.3588,64.4228,86.5828,120.3726,81.27,2.955,2856.0,4.6235,16.8961,615.4,4.817,15.8,1.475,2.76,0.7743,3.272,0.7217,2.2989,37.8933,44.0999,4.78,17.9498,129.0974,2.8081,0.0787,0.0913,0.315,0.0896,0.0336,3.684,1.4148,2.0149,36.5024,1.8477,3.2839,0.0,9.5742,11.0253,534.1245,2.1586,0.1638,0.047,7.5875,0.0135,0.0275,0.0076,78.1199,-1.0
71.0,12.5235,-5534.5,1.293,2.018,7.4305,8.7599,63.9715,86.838,117.6882,79.42,1.886,2910.0,4.6188,20.874,613.8764,3.776,15.74,1.031,3.198,0.6741,3.41,0.7025,2.3403,45.7686,70.3999,17.77,24.1213,244.0673,3.1604,0.1391,0.2232,0.2789,0.0759,0.0124,7.1895,1.2895,3.2122,69.965,5.7483,12.1942,0.0,9.0894,13.7543,535.4264,2.0184,0.2272,0.0746,11.2549,0.0182,0.0108,0.0035,98.1735,-1.0
1421.0,12.5339,-5553.0,1.2535,1.9937,7.164,8.4891,64.6669,86.8889,117.4176,80.94,3.123,2873.0,4.5015,31.5349,638.6982,4.149,15.73,1.465,2.495,0.6866,3.1060000000000003,0.6567,2.3021,37.3925,56.5,7.33,19.2105,122.6039,1.4419,0.0966,0.2458,0.2241,0.0324,0.0197,8.2601,0.7473,2.5618,32.0008,6.8715,4.881,646.3576,5.3479,44.1134,532.8145,2.1082,0.2616,0.0736,12.4089,0.0157,0.0299,0.002,23.6431,-1.0
1376.0,12.5718,-5378.0,1.2677,2.008,7.2915,9.7571,64.331,86.8511,120.4224,77.1,2.704,2828.0,4.535,25.5747,621.4045,3.882,15.74,1.366,2.594,0.6621,3.072,0.7348,2.2809,43.3855,52.5,4.16,19.5297,170.6909,1.8389,0.1407,0.1869,0.32299999999999995,0.0863,0.0137,5.8125,1.3882,2.3759,31.6528,4.8307,2.8462,0.0,9.3914,12.7229,532.1382,2.0329,0.2568,0.0828,12.6333,0.0151,0.0236,0.0032,41.4871,-1.0
524.0,12.5351,-6339.0,0.9725,1.8873,5.0397,8.8043,64.056,86.7995,119.1674,13.69,5.044,2857.0,4.5617,26.166,623.2545,4.809,15.9,1.163,2.708,0.7242,3.025,0.6764,2.3044,36.287,51.0999,8.19,15.8128,94.9563,1.6616,0.1714,0.2088,0.305,0.0819,0.0119,10.9722,1.4918,2.381,13.6014,4.8748,5.68,0.0,14.158,10.8294,570.9627,2.1059,1.1669,0.3595,55.411,0.0107,0.0091,0.0026,93.0476,-1.0
872.0,12.5094,-5603.75,1.3275,1.9743,7.226,8.3542,63.9862,86.6266,119.8178,81.66,3.051,2848.0,4.6334,23.0596,601.6373,6.101,15.81,1.824,2.536,0.9561,3.2460000000000004,0.5952,2.2646,40.201,54.6001,2.3,19.5549,127.4697,1.8677,0.1473,0.2234,0.329,0.0916,0.0274,5.5074,1.3784,2.4822,32.0906,5.3185,1.6872,0.0,9.0727,56.0174,534.3127,2.1819,0.3379,0.0928,15.4868,0.0151,0.0117,0.0089,223.1018,-1.0
617.0,12.499,-6474.25,0.9763,1.8782,5.0773,9.0776,64.059,86.8379,118.0494,77.92,3.758,2892.0,4.5889,34.9236,629.9627,3.446,16.01,0.946,2.72,0.5424,3.064,0.7908,2.3306,35.8235,44.3999,14.3,17.7781,56.9252,2.0414,0.1524,0.2187,0.3197,0.0664,0.0102,11.6523,0.9118,2.0443,19.4475,4.8449,9.3679,0.0,7.1593,10.8294,530.8864,2.0458,0.2395,0.0808,11.7087,0.0102,0.0192,0.0021,40.2536,-1.0
1083.0,12.4002,-5062.25,1.2868,1.9672,7.1215,8.7383,64.2652,86.3854,118.355,8.779,4.597,2895.0,4.5285,28.2316,619.4064,2.765,15.73,1.319,2.8160000000000003,0.4591,3.233,0.7932,2.4196,40.7945,53.3,7.9,18.7906,92.6642,1.4193,0.0605,0.1602,0.3173,0.0373,0.0379,4.8813,1.2858,2.3513,14.7908,1.4233,5.4421,0.0,8.8617,13.9153,528.7673,1.9809,0.2234,0.0615,11.28,0.0132,0.0206,0.0056,89.906,-1.0
